image1,image2,image3,choice
785,609,1450,2
848,921,105,1
834,489,1142,2
969,753,1121,2
1438,652,600,1
1689,752,1517,2
407,1358,708,2
919,1286,604,1
1453,348,1690,2
1018,219,1334,1
1544,1267,273,3
30,632,1756,3
1100,1072,1649,1
1189,993,526,1
95,948,1649,3
606,1214,200,3
1498,1515,1727,2
873,862,1207,1
872,1398,549,1
1038,1521,1199,2
610,1219,1079,1
1301,452,598,3
1686,1677,1480,3
572,1399,775,3
1052,114,1006,2
990,481,1486,1
1829,42,510,3
685,1148,1380,2
1736,868,861,1
88,413,1084,3
212,36,6,2
455,632,1785,1
1270,869,41,1
838,347,1640,2
221,1697,829,2
145,776,1699,1
1013,500,567,2
363,1137,630,1
576,1073,1535,2
922,408,473,3
100,551,511,3
1311,1589,1769,3
811,1278,668,1
8,823,483,3
1232,14,882,3
1416,372,1298,2
1307,309,444,2
856,372,232,2
845,1626,630,2
1050,1731,1751,3
1752,1533,417,3
40,776,1682,2
89,1826,962,3
1647,168,928,2
653,471,1659,2
745,704,1694,3
798,683,582,3
1570,25,942,2
417,1293,695,3
88,1188,1225,3
327,846,531,3
194,703,1201,1
361,1286,835,1
39,580,1353,3
506,390,392,1
1006,176,1576,3
964,560,1161,2
942,967,640,3
1647,147,163,2
1470,631,1701,1
234,1417,1122,3
720,679,901,3
988,413,1816,3
627,1847,1347,3
962,96,1548,3
113,1094,995,2
1477,1648,191,1
1757,1626,988,3
1721,24,69,1
1132,377,1275,2
543,1054,1740,1
305,1114,849,1
1092,1264,1067,3
1683,429,331,1
282,689,1633,2
910,728,373,1
647,1268,1717,1
773,545,1710,3
916,1774,1614,2
1055,174,213,3
484,621,945,1
1004,357,1363,2
659,1196,1205,1
1435,414,1377,3
783,1135,28,2
1440,1183,520,3
1143,1229,1286,1
162,1281,612,2
1209,1335,30,1
1356,519,613,1
1280,959,472,3
1012,1023,849,1
1073,1762,407,2
292,666,1421,1
438,1278,773,1
450,521,1016,2
725,1854,112,1
809,514,113,1
572,774,155,1
885,7,944,2
1513,915,1384,2
1113,1353,1091,1
946,644,877,2
152,1157,523,3
1728,83,935,3
484,55,1029,2
992,1482,276,3
952,1717,1562,1
96,383,1311,3
491,720,1777,2
760,250,92,2
1209,767,472,3
1850,268,527,2
54,1042,1656,2
976,1161,351,2
1740,853,1470,3
359,1171,799,1
881,1242,781,2
1321,1064,628,2
1682,1794,1434,2
1392,818,942,2
1167,1623,1102,2
442,1031,1334,3
909,1356,1617,3
849,1637,1645,1
847,357,345,2
133,200,1722,2
1690,1588,197,3
693,1148,1746,1
1523,446,1289,1
900,118,1219,1
862,1585,1604,1
1094,109,155,1
1348,760,103,3
67,1302,111,2
504,1362,805,1
216,1194,1154,1
881,1239,1594,2
1367,1474,1252,3
610,572,807,1
363,1133,682,1
1410,1547,1686,2
1648,1523,1550,1
1202,857,1196,3
1251,14,1407,2
1378,1431,957,3
1017,1610,202,1
1027,1491,1400,1
803,311,1640,2
166,710,57,1
734,1188,1225,2
1552,1312,620,2
649,595,863,3
473,830,1117,1
729,1077,890,1
1446,791,905,1
113,1564,1779,2
120,811,772,1
1700,86,1556,1
1010,768,1705,2
1147,280,1095,2
489,1048,1441,1
34,1760,1713,3
1507,650,656,2
911,552,148,3
425,435,1272,2
1754,1078,718,1
1306,474,1323,2
1823,360,300,2
1804,608,260,2
359,385,632,2
594,1353,947,3
1453,499,287,2
1746,467,1491,3
511,1567,1338,3
1820,1721,456,2
662,973,485,1
1539,1318,1235,1
1028,1471,753,2
26,1697,950,1
497,218,872,1
739,1364,1475,1
1220,605,1487,3
657,1049,73,1
1621,1519,1340,1
1226,803,311,1
190,1582,938,3
1364,126,937,2
687,1080,40,1
1283,1106,1413,3
1552,1238,1522,2
374,334,1490,3
1783,1289,647,2
1122,1742,1332,1
756,582,548,1
1635,1303,813,2
857,1512,304,2
1687,588,237,1
1559,1393,162,3
1696,608,1200,3
908,1075,357,3
793,190,586,1
1608,77,1749,3
744,1612,1032,2
1488,1552,88,1
1653,1277,339,3
419,463,83,3
374,1360,329,3
329,1112,1567,2
1733,1435,905,2
1854,1811,19,3
764,554,49,2
1318,393,554,1
1147,1309,862,1
887,1015,1099,3
988,262,1268,3
1010,102,1054,3
130,180,770,1
1567,1689,1845,3
1816,1292,330,2
1059,1429,512,2
239,181,1701,1
1683,1419,942,1
610,565,1110,2
1036,252,544,2
1156,1155,384,3
1361,1246,967,1
1721,1110,796,3
236,397,216,2
133,1669,398,2
105,1389,907,3
1636,444,1148,3
1448,28,142,3
1219,190,1690,2
868,237,1317,1
262,294,714,1
1400,261,1430,3
118,816,1159,2
462,862,503,3
349,799,1118,3
1164,501,114,3
808,1583,7,3
909,1402,1080,1
1158,1324,537,3
1022,742,1648,1
868,1307,739,1
36,1451,142,3
955,904,709,3
1193,962,1772,3
1651,1814,763,1
1053,1044,1111,3
1807,23,1552,2
380,1749,460,1
598,334,1009,1
858,343,1086,3
858,807,1525,3
1269,914,1735,2
1316,836,533,3
1133,754,1729,1
1351,759,1079,2
813,1250,1369,3
839,1800,1511,1
675,1114,1060,1
987,689,426,2
1325,1021,578,1
707,1043,1611,3
150,136,586,3
658,1310,846,2
340,276,947,2
1040,18,705,1
42,114,1345,3
1496,682,1417,1
813,1091,504,3
1852,1676,1323,2
693,220,1411,3
698,1086,112,1
144,1033,564,1
372,1658,1502,3
800,599,989,3
1254,690,1484,1
1415,377,306,3
982,1388,439,3
1193,1497,363,3
667,1301,1283,2
1399,923,1579,2
1159,1326,1341,2
420,859,1435,1
1134,1188,1460,2
201,1131,535,1
1146,520,1825,1
1765,1047,1753,3
1353,614,386,3
1496,1386,629,2
442,787,1543,1
1322,1449,1766,2
302,176,851,2
1239,1250,845,2
1626,1491,306,2
717,1461,984,1
243,1155,1163,1
1019,961,156,3
657,1384,1447,1
1598,1355,421,2
1795,1513,1651,3
1805,262,840,2
1112,1307,1606,2
1652,804,827,3
351,696,1361,2
1232,533,728,3
1759,1691,281,1
1547,1680,1735,2
1355,215,1839,3
959,448,658,3
843,617,132,1
1362,1367,1215,2
1071,281,224,2
1161,1618,939,2
435,595,608,2
1395,304,948,1
685,62,996,1
1533,716,358,2
1417,1046,630,2
910,710,758,2
1817,376,1426,3
1783,1830,1635,2
694,1780,202,3
22,1836,836,1
385,807,331,3
536,1716,1329,2
1662,1403,5,2
367,923,819,3
1041,1291,271,2
712,1582,999,1
118,271,422,1
907,813,1098,3
278,627,952,1
144,585,438,3
4,1019,794,1
619,529,644,2
330,560,1458,3
624,772,173,1
126,49,71,1
1301,161,1722,2
1155,58,1419,2
1453,1435,1797,1
1649,1180,517,2
574,345,1010,2
1809,629,784,1
576,1407,472,2
1084,683,243,2
676,667,1713,3
398,839,810,2
1476,591,359,3
810,367,1810,2
299,1608,511,3
1465,1661,1848,2
1829,1338,377,3
728,1237,78,3
1470,706,556,3
1327,386,82,3
1070,894,1130,2
1729,1603,1800,3
910,364,1710,1
205,137,66,1
797,1039,1820,3
128,197,831,2
503,814,823,3
1198,444,1716,3
608,890,727,2
286,1117,232,3
883,114,1523,2
600,1833,153,3
1410,1287,1740,1
1224,178,1243,3
1011,602,1721,2
991,1052,1739,1
1606,1228,1491,2
1422,1455,1628,3
1599,324,418,2
353,622,502,1
1648,624,778,1
1693,732,207,3
1166,1703,1568,3
1089,1664,522,1
1472,1244,1730,1
1574,1529,381,3
235,1805,1776,2
675,1228,904,3
1434,376,412,2
1796,992,953,2
382,1186,620,1
1330,1727,412,2
143,1641,349,2
1049,663,1310,3
111,632,476,3
811,317,1349,1
694,1493,1667,1
503,241,675,1
1301,631,621,1
1587,1257,1148,1
83,147,1835,3
1366,1588,711,1
201,511,16,3
1244,192,1317,1
641,1752,1825,2
1434,127,1848,1
1400,1766,1050,3
281,1636,92,1
561,1584,1301,3
1147,811,1251,2
1078,1157,484,3
1640,1331,296,3
1166,168,1523,3
1504,1498,1819,3
1230,1222,234,2
700,376,499,2
1267,776,712,3
553,1308,476,2
247,670,375,1
1490,1022,1006,3
1251,736,675,3
171,1615,766,1
1501,1088,1449,2
1590,619,1496,2
823,1357,516,2
360,1807,727,3
1528,1248,1599,3
632,1240,561,1
652,246,516,2
813,424,822,2
856,1711,102,3
306,155,1285,1
343,989,1768,3
711,304,1265,3
43,82,1028,3
362,136,82,1
623,788,762,1
367,1850,771,1
1025,176,1505,1
206,140,800,1
572,1219,386,1
789,325,841,2
499,1571,1525,1
1454,529,1070,3
359,403,270,2
445,1721,753,2
775,65,132,2
238,251,1181,3
497,980,179,3
1561,1510,825,2
85,126,88,3
378,12,1646,2
1660,1701,660,1
1095,906,1088,3
1185,1299,950,1
1045,609,55,2
656,1626,225,3
15,714,264,2
841,340,157,2
134,483,486,2
369,1444,975,1
294,709,1536,3
1088,1323,561,1
774,1390,1576,2
110,885,405,2
1469,27,1121,2
1288,1524,706,1
767,1608,1010,2
977,1225,1803,1
267,1643,1485,2
1466,300,696,3
434,642,261,2
1523,247,1438,1
623,1376,1281,2
1046,208,1615,1
1612,469,1668,3
1559,890,1409,2
560,679,1517,3
1507,995,1006,2
1168,332,961,3
305,1347,1253,2
1770,934,1684,2
938,33,825,1
137,1120,900,2
1526,547,955,3
451,1724,767,1
1389,1538,1835,3
1422,1651,881,2
1552,860,525,1
1482,821,717,2
1262,293,537,1
1006,1679,1028,3
1430,283,1324,2
1781,1341,156,2
483,507,988,3
377,546,1445,3
214,1458,987,3
355,851,56,3
1599,705,1668,3
290,1122,218,1
1223,626,1414,2
791,1505,1520,1
624,569,1376,2
283,318,117,1
1850,1197,1566,1
82,141,443,2
1478,687,581,1
90,361,1474,3
1301,888,1101,3
1579,1028,557,3
1110,1296,973,3
100,472,1712,2
1361,1166,798,1
1331,551,643,2
325,1585,748,3
661,593,651,3
1045,1794,61,3
621,1228,1641,2
1040,472,512,3
1284,193,1848,1
1464,538,85,2
54,29,1039,2
905,1338,400,3
100,1264,1278,1
1205,478,1645,1
93,219,1747,3
1847,1061,730,3
1304,1167,774,1
39,695,177,2
1428,86,1289,3
342,16,1231,2
434,529,222,2
906,1696,1360,3
1160,157,356,2
1671,1229,1127,1
124,175,427,1
536,860,210,2
475,1489,1289,3
1429,444,121,2
1711,616,651,1
310,1573,397,3
1158,491,1184,2
846,1397,1428,3
388,1324,1749,3
1830,1545,410,2
1312,497,15,3
172,1704,252,2
1138,1365,1761,2
1782,1037,391,2
803,836,575,3
596,112,1093,1
1754,1608,349,3
1088,1418,1006,2
1607,9,1730,2
1250,746,38,3
1813,623,1721,2
52,1095,1098,1
563,132,1219,3
338,2,1654,3
1720,888,890,3
498,1795,1557,3
1478,1220,1658,1
1268,1783,950,1
1834,1762,73,2
932,1444,1660,3
1084,1050,1191,3
159,467,797,3
1330,687,662,2
1766,405,584,3
1572,1397,689,1
569,1061,1687,1
1423,1801,769,3
873,601,1724,2
1319,1613,787,3
1378,695,994,3
1548,1292,75,3
179,1501,1204,1
1678,1012,143,3
1480,370,574,3
245,191,1685,2
1294,1154,601,1
937,694,1019,1
920,1137,63,3
1566,104,1143,3
1500,73,210,2
175,326,129,2
1611,772,656,1
296,305,976,3
1115,481,559,1
1070,145,1100,1
697,1097,1381,2
1350,1387,1615,3
1242,848,917,1
1066,651,895,3
44,484,318,1
230,1334,676,2
1754,1272,864,2
1017,1098,1286,2
1181,565,254,1
1382,928,173,3
1501,96,185,1
1828,1498,808,2
57,1125,832,2
92,1686,191,3
1680,1782,348,1
1696,1820,84,2
846,743,1735,1
1329,753,1096,2
1400,306,1572,1
1186,1172,208,2
387,1634,1354,1
1771,179,100,1
461,63,845,1
585,1428,60,3
456,4,1668,1
1564,1312,1422,2
625,969,297,2
884,1590,1637,3
1553,675,1016,2
909,1420,45,2
701,542,206,1
120,715,1425,1
1294,1220,1760,2
1684,1601,277,3
1062,785,1505,2
1239,894,207,2
1801,876,1642,2
954,667,1590,3
1207,139,485,2
565,950,1717,1
198,893,1432,1
1572,1285,379,1
1638,163,562,3
762,1322,1253,3
1054,1492,1011,2
1188,1232,1098,2
1024,815,675,3
1304,131,554,1
277,610,665,2
1370,1518,569,2
1306,117,1832,3
818,372,1793,2
841,1844,615,1
225,1824,530,1
503,766,312,1
58,1744,729,1
1598,1044,1021,3
313,1259,886,2
206,201,852,2
892,1584,1182,3
502,642,555,1
1147,1130,1773,1
629,1324,1529,1
1201,844,484,1
1486,1808,71,1
531,1774,337,1
1686,375,10,3
1031,919,941,2
1783,1789,856,1
1542,707,1436,3
38,649,1616,1
102,1314,222,1
1114,1390,922,2
422,630,1064,1
870,1840,679,2
1222,5,1468,2
160,927,1770,3
454,674,164,1
1485,797,1565,1
491,1430,368,3
1122,430,878,2
1768,1555,1466,2
535,735,368,3
1381,1262,767,3
1053,1418,1852,2
946,304,1138,1
1738,652,1054,2
796,608,958,2
1467,810,1234,3
296,1295,1534,3
1262,823,766,1
108,1000,1542,2
49,1487,564,3
1216,647,1138,2
1487,66,723,3
581,1378,421,2
1227,1051,1455,3
574,679,1792,2
1412,1307,57,2
1198,1188,1527,1
227,1360,279,2
1439,376,1055,3
1647,491,499,1
1047,434,1842,2
1529,1527,143,3
972,287,1778,3
273,437,182,2
1546,262,1727,1
493,1382,714,1
864,1067,1229,1
200,619,1501,2
1299,1020,1330,1
1844,955,854,2
723,673,1257,1
599,1179,1755,3
374,1760,1239,2
1669,1404,883,1
163,1448,1136,2
1289,1543,1372,1
923,202,1040,3
548,1806,335,1
885,935,1058,1
392,491,1418,3
619,964,384,1
1719,255,1327,3
1110,1583,776,3
857,122,38,3
1623,437,1779,3
1430,476,1059,3
1437,1234,1709,1
741,1428,481,1
806,1502,897,2
1374,1605,1637,1
1246,1304,702,3
477,1332,277,3
1045,1553,1667,2
286,1453,1625,3
1230,790,95,2
696,1177,937,1
1198,1412,1463,1
841,1666,409,1
750,533,934,1
1445,756,1342,1
1653,1394,1731,2
453,931,325,1
1136,891,1437,3
839,564,1820,2
1407,574,1715,2
486,1763,621,1
1672,1332,449,3
627,608,844,3
1643,632,1470,1
1224,709,946,2
327,141,1072,1
1503,1553,1753,2
459,133,60,2
1621,140,1349,3
1026,482,1428,2
759,30,1081,2
1529,359,329,1
1399,1810,1113,1
1631,1353,1318,1
1727,1797,703,2
202,315,789,1
1067,232,841,2
740,478,452,3
404,838,567,3
531,647,633,2
1474,1449,1766,3
395,394,914,1
1362,97,1212,3
979,661,1713,3
629,544,954,2
1447,1511,817,1
1630,1656,1436,3
1279,684,162,3
1300,443,919,2
1371,1028,1054,2
241,412,1188,2
379,1821,1047,1
792,1461,731,1
539,301,650,3
1626,188,689,3
1378,538,1015,1
218,1838,414,1
530,726,35,2
1546,1209,313,3
669,139,250,2
1270,34,1782,2
1827,1212,500,3
1393,492,176,3
92,872,1117,1
1192,956,725,2
1215,577,1518,3
1161,710,957,1
761,338,1440,3
1335,984,890,3
1798,862,630,2
9,877,38,2
546,1153,812,1
1762,1217,151,1
1447,1623,978,3
1642,677,1713,2
1826,580,1843,3
1558,1434,1776,1
740,104,1392,3
365,1274,1465,1
501,818,1108,2
1633,138,365,2
654,237,167,3
250,1460,1249,1
1089,1514,743,1
938,592,1824,1
1558,466,1615,2
852,14,747,3
489,1105,1095,2
1624,75,826,1
182,1552,1269,2
996,56,1711,2
1608,1032,792,1
413,1179,782,2
1461,1065,416,3
279,1112,122,1
1847,272,5,1
1289,1428,183,3
317,1284,1158,2
1766,1690,328,3
1056,442,435,3
790,1074,1702,2
1648,1804,744,3
1636,622,1297,3
777,1391,1358,3
148,1785,1503,1
1082,829,1423,3
952,1707,1728,2
556,1296,1315,1
887,346,917,2
311,75,199,3
1245,55,270,1
910,1239,1562,2
1487,1519,1795,1
1364,1025,1628,2
1287,300,198,2
1583,1709,1108,2
1661,12,508,2
589,152,1816,2
1098,991,365,3
1014,895,528,1
241,1383,746,1
979,1740,722,3
846,1149,1055,1
1104,378,804,3
679,678,1763,3
1156,1603,1157,3
507,1455,1263,3
467,1586,172,1
972,1048,536,1
1624,599,1294,3
541,692,65,3
371,464,235,3
287,1704,829,1
1213,532,1758,1
1049,91,829,3
41,378,1274,3
1292,52,390,2
485,20,1329,1
1725,1070,1060,3
1102,762,207,3
795,437,46,2
429,551,323,3
564,1297,1475,3
26,1026,286,1
1676,1452,512,2
299,307,100,3
1585,658,522,1
1472,634,536,1
991,633,1399,1
706,649,1415,2
759,1589,1315,2
920,350,1847,2
1271,941,711,1
969,590,621,3
1642,1282,336,3
1369,1004,729,3
191,1216,1839,2
1850,1416,782,2
114,1642,1749,1
1230,1699,504,3
1832,1373,1289,2
1767,1423,1578,3
806,809,262,2
201,925,1225,3
1466,1485,13,3
860,1081,1635,3
1293,914,1511,2
1559,758,1436,1
216,35,1769,3
1094,412,338,2
1046,433,408,1
1504,1135,1267,3
501,1453,1139,2
1836,1707,1143,2
540,128,179,1
734,1345,716,3
1531,59,1600,1
627,750,576,3
1161,672,445,1
1083,1811,547,1
1210,88,341,1
1277,1322,752,2
259,1195,1830,2
1490,191,855,3
1821,645,1143,2
1267,85,1673,2
210,900,1011,2
1392,1628,1533,3
1370,1790,225,1
1093,412,1324,2
690,1092,1405,1
1631,885,700,2
771,864,486,3
926,300,1136,3
925,1774,320,1
877,1530,643,2
1240,1428,714,3
428,1363,1401,1
1800,986,1361,2
652,1103,1716,3
1203,1038,524,2
1847,452,1543,3
1263,1285,1366,2
193,1415,1649,3
1366,275,1799,1
454,1300,1698,1
1563,301,1090,1
508,71,1535,2
1165,549,912,2
1016,363,1716,2
213,1009,1324,2
1027,469,1481,2
912,473,680,1
1385,143,1463,3
1806,1578,1637,2
189,1092,248,2
1139,880,709,2
1380,1648,1427,1
1732,624,982,3
224,14,1265,2
1553,55,573,1
1527,1211,378,2
1270,1665,388,2
623,1614,229,1
532,973,1199,3
456,697,814,1
1604,1288,430,2
1679,663,714,2
32,405,1599,2
246,1716,1718,1
775,297,1648,1
11,965,1851,3
326,815,1790,1
916,149,1071,2
1089,971,1125,3
802,1400,1122,3
1341,555,724,2
718,1522,961,3
612,1791,1720,2
810,290,915,1
1603,1836,651,3
1415,894,626,1
985,536,249,3
1404,1201,1585,2
1512,1715,1391,1
1522,638,1292,1
392,412,1618,3
1091,1050,1382,1
226,1497,549,3
971,107,1314,1
548,391,441,2
425,1564,1195,2
162,526,586,3
203,18,652,2
1266,877,1745,3
576,18,1458,2
485,604,14,2
265,1759,884,3
1137,1779,1620,2
988,1811,1566,1
1340,1264,33,3
1355,954,897,1
1691,882,1682,1
320,45,1173,1
1810,77,354,3
768,1101,668,3
824,861,504,2
59,274,1518,1
1069,1109,143,3
149,550,1623,3
1745,1684,1784,2
1699,752,819,2
461,1522,56,2
992,1204,508,2
1391,1212,911,1
961,406,315,2
364,25,1633,2
1341,1485,315,1
107,1065,1149,2
409,760,973,3
1371,1706,860,3
931,850,975,2
756,1773,833,2
190,150,732,2
773,1025,402,1
6,14,474,2
1289,1789,1270,3
883,1291,1298,3
562,508,1398,3
267,1690,567,3
1006,1174,1766,2
117,1204,1830,3
136,817,1834,3
1210,1652,1208,1
1655,945,1403,2
1244,278,1713,2
751,694,1129,1
793,388,939,1
216,1483,897,2
1144,360,985,2
151,94,399,3
776,1018,1449,2
1345,544,893,2
132,577,651,3
1618,1848,1692,2
61,422,824,3
381,1090,366,3
1531,1091,908,3
83,1127,1195,3
1295,1230,803,3
612,140,315,3
1359,1286,674,2
990,1065,1286,2
1244,666,1673,3
309,1191,1488,1
1400,1127,309,2
927,402,824,1
1244,349,310,2
1555,133,1720,1
1832,817,855,1
1037,777,893,2
338,595,499,3
1194,1605,1209,1
254,1456,743,1
816,1540,1433,1
780,670,1314,2
1296,1292,368,2
1313,1235,1399,2
445,1825,631,2
1126,164,1190,3
208,1607,762,3
766,850,1218,2
1580,975,230,1
40,268,1184,2
913,1201,1645,1
1028,282,383,1
716,1797,1278,2
839,1648,319,2
1398,1343,317,2
1156,17,1117,2
1088,1536,404,1
372,112,531,3
131,117,1785,3
173,1563,615,3
495,1203,473,2
1659,1300,1548,1
301,1074,1493,2
631,1425,1563,3
1405,887,1225,2
1674,702,610,1
1696,1567,478,2
181,603,805,2
154,1510,519,2
1697,1422,40,3
1203,216,21,2
1586,439,262,3
223,1178,1021,3
516,1344,4,1
579,1740,645,2
1790,1284,1772,1
1096,533,399,2
866,1461,1452,1
1354,1444,1342,1
444,907,1361,2
168,327,789,1
1190,488,1383,3
1291,479,1250,1
1470,333,998,3
94,1115,1107,3
140,1261,96,1
103,1807,1843,2
1591,255,844,3
1794,886,1767,1
354,1571,635,1
1205,1436,1516,3
582,1067,455,3
1106,433,918,2
414,534,89,1
1783,1618,372,3
1261,1152,710,2
1847,877,1015,2
1285,1648,1698,1
70,380,195,3
49,764,304,3
492,375,259,3
1452,1396,1091,2
1725,934,966,2
905,1250,1147,2
336,347,1164,1
1441,264,212,3
594,1805,1401,1
337,1160,1387,3
1462,1431,1180,2
1064,913,1453,1
959,83,465,3
1251,1371,123,3
1837,961,1754,1
782,1847,1623,3
1714,813,503,2
1726,1813,323,3
1442,1483,637,2
502,105,820,2
1172,568,1312,3
1730,1449,1364,2
942,125,422,2
719,1648,1276,1
46,1674,447,1
1812,835,620,1
535,886,751,1
14,264,797,3
8,1240,1705,1
684,1618,1024,3
1662,1503,768,1
1614,1388,448,1
1587,622,798,2
772,1326,1606,3
708,978,1043,1
582,1823,1032,2
1560,1732,644,1
1616,1233,1317,1
175,703,558,2
828,970,281,1
341,204,949,2
679,1564,1113,2
114,318,424,3
865,287,124,2
342,862,1374,3
1331,358,449,1
562,249,422,3
1416,985,1598,2
1594,1770,955,2
557,833,1846,2
1536,332,581,1
1631,466,649,3
557,1781,32,2
579,1323,1420,1
1026,1482,1376,3
300,643,854,2
1061,804,1679,2
1763,925,1358,3
710,1452,929,2
1313,1267,777,2
731,970,135,2
660,62,1819,3
11,292,823,1
1805,1626,216,1
1725,1448,1057,1
1466,478,203,2
86,1447,179,2
847,280,619,3
570,472,462,2
1538,189,379,3
693,1693,1428,1
1299,956,31,1
1315,466,274,3
1039,743,1125,3
780,696,1634,2
1801,81,345,3
1192,1533,1561,3
1476,373,888,3
672,1847,1678,2
1402,848,1693,2
869,1854,1126,3
1645,798,528,1
1694,372,605,2
1127,858,568,3
763,940,1726,1
1023,1311,1098,3
50,295,1390,1
473,1218,1160,1
1544,119,146,2
1603,1594,821,3
287,478,707,2
491,322,742,2
1504,1053,483,2
782,4,1024,3
1116,1390,611,1
1788,1497,829,2
136,1688,1349,1
1442,658,1623,2
754,991,481,2
676,1545,130,3
911,432,633,2
1797,997,955,1
1086,1741,970,3
73,1070,1445,2
888,1384,339,2
1432,876,411,3
287,786,1105,1
110,1562,779,2
1043,972,551,2
618,1472,962,2
828,1258,1185,3
1161,427,1114,3
1823,1501,967,1
1060,512,204,2
503,1420,1222,2
835,1493,342,2
1762,505,1243,2
274,1025,1271,1
628,1547,733,1
661,874,1720,2
1558,1629,1281,2
1562,207,18,1
1065,1435,125,1
45,1648,1679,3
799,1434,1358,1
919,1044,870,2
1704,1004,760,2
553,1145,792,1
1065,360,15,3
1523,586,1850,1
1625,437,1254,2
201,1171,1798,1
1357,536,698,3
758,814,774,2
833,1351,123,1
1106,1809,451,1
115,7,711,1
1409,1155,1396,3
1145,1091,1281,1
1331,658,1427,2
1697,1617,1467,3
1174,510,1535,1
948,1837,1636,2
580,489,1333,3
529,1805,1016,1
985,1409,1366,2
1690,1810,650,1
700,573,480,2
267,838,1355,2
1736,1339,1438,2
523,398,1485,2
856,9,134,2
857,249,727,3
83,403,1749,3
1565,1260,1810,2
1597,1361,889,2
1143,1259,575,1
750,241,1110,3
1263,1692,314,2
1846,952,873,2
374,521,158,1
95,945,129,2
1523,194,811,1
975,1700,1287,1
1274,309,431,1
968,187,1544,3
1353,1582,118,3
87,258,1758,1
668,1515,1147,2
945,1169,1353,2
1463,649,1601,1
942,64,1436,1
421,445,1201,1
947,1135,1689,1
180,79,1838,3
1214,279,974,3
1582,1700,102,3
225,289,806,1
1812,1724,1038,3
233,295,472,2
1698,1054,142,1
1224,989,1467,3
987,208,104,1
654,604,905,1
1250,1282,1798,2
1527,148,293,1
1453,1435,1526,2
877,1544,1228,2
1016,711,1597,1
1633,921,1497,3
1622,1155,869,1
517,364,1640,1
1809,216,146,3
821,1790,964,3
1156,211,429,2
215,1253,405,1
537,1453,1661,2
967,570,347,1
43,1670,762,2
1304,604,104,2
1784,1537,1851,3
1436,1386,1153,3
682,278,1316,3
580,1010,1148,3
687,1621,866,2
1107,1347,128,1
1382,1633,1465,2
1066,721,1516,3
846,1355,690,1
607,1120,10,2
1754,524,530,2
1000,1647,80,3
42,333,1478,1
739,1555,1504,3
1088,703,607,2
430,1169,1269,3
37,1438,146,1
641,880,41,1
1425,776,1145,2
1049,1812,1799,1
592,1824,608,3
1400,1622,887,2
1337,1707,24,3
659,353,796,3
924,1794,512,2
1770,1765,173,1
1343,313,1128,2
1633,1293,1105,1
134,537,1327,1
1076,1229,1473,1
1722,1584,1777,3
195,130,281,2
1339,920,1687,3
140,438,670,1
580,692,1392,3
97,1059,760,2
170,22,10,1
1609,1560,1191,2
1201,1748,1112,3
710,1156,1573,1
1792,1648,1718,1
718,765,128,1
1571,1839,754,1
1427,1028,1667,1
1146,1043,1824,3
964,1416,501,3
258,668,1475,2
1714,1553,998,2
395,1766,22,1
440,93,1336,1
66,477,280,3
242,1797,1241,1
1470,1150,574,1
1121,195,1245,2
8,1438,1252,1
1022,239,1023,1
1826,1681,362,2
170,283,764,2
1006,1481,155,1
1628,1066,1793,2
508,771,1738,3
321,17,1275,3
894,1686,371,2
1384,133,5,2
1789,342,1152,1
806,1256,1554,1
201,1053,444,2
628,976,971,1
515,1563,169,1
507,1451,1837,2
362,817,730,2
248,282,87,3
719,71,878,2
476,613,1280,3
1747,1740,1461,2
1599,198,430,1
1200,26,258,2
1529,727,893,3
202,1422,1140,3
505,1478,848,3
1639,1167,1589,3
1727,452,731,1
609,1051,1372,1
168,326,1022,2
42,790,1337,3
1273,1823,776,1
5,1151,815,2
1316,1354,1095,1
138,1825,1418,1
1667,728,1149,3
118,1662,850,1
962,300,1262,3
256,1336,944,3
194,1414,1531,2
165,797,77,2
1045,1221,464,1
1193,167,798,1
1474,1309,1529,1
931,218,1011,3
206,1795,539,3
913,794,1525,2
736,1052,1586,1
1854,1767,5,1
1370,200,870,3
1734,1379,1391,1
1272,1599,634,3
1082,797,676,2
1825,1509,711,3
1201,79,1215,2
322,751,982,1
1283,1266,1265,3
1397,174,900,2
361,597,892,2
990,896,849,1
326,1201,1413,2
1432,1139,536,2
466,528,204,1
1601,1320,231,1
257,815,723,1
576,1808,133,2
599,1120,1177,2
581,165,1833,1
1378,1439,1744,2
1580,601,800,1
1249,1594,273,1
565,917,17,2
1709,1816,915,2
793,464,663,1
1101,804,1448,3
1099,1744,858,2
803,1233,1659,1
1612,1802,400,3
421,1553,1785,3
390,1624,23,3
1823,866,1655,1
203,1759,559,1
869,1501,338,3
869,90,885,3
987,1801,507,3
149,1583,191,3
1770,1079,373,3
73,1795,1117,2
1030,1136,255,2
1490,57,516,3
1580,119,925,2
226,912,1419,1
781,1495,683,2
617,1715,551,2
829,323,1819,1
1210,832,951,3
1582,1080,77,2
228,1450,604,1
1603,1810,1236,3
544,1613,353,3
1085,1665,730,3
859,1448,387,3
848,1546,815,3
383,1594,650,3
341,1221,876,1
175,282,1236,3
1814,162,697,1
651,510,445,1
192,282,869,1
1176,815,1421,1
1462,1834,1658,3
957,594,1136,3
1692,904,1371,2
561,703,1493,3
1301,1596,1737,3
1319,192,554,1
37,1236,1228,2
1329,1267,776,2
987,1346,797,3
819,42,321,3
1103,1747,1580,1
1225,81,408,1
